motif	tf.gene	tf.ensg	pubmedID
MA0888.1	HOXC5	ENSG00000172789	23180794
MA0888.1	HOXA4	ENSG00000197576	23180794
MA0888.1	HOXB4	ENSG00000182742	23180794
MA0888.1	HOXC4	ENSG00000198353	23180794
MA0888.1	HOXD4	ENSG00000170166	23180794
MA0888.1	HOXA3	ENSG00000105997	23180794
MA0888.1	HOXB3	ENSG00000120093	23180794
MA0888.1	HOXD3	ENSG00000128652	23180794
MA0888.1	HOXA2	ENSG00000105996	23180794
MA0888.1	HOXB2	ENSG00000173917	23180794
MA0888.1	PDX1	ENSG00000139515	23180794
MA0888.1	MEOX1	ENSG00000005102	23180794
MA0888.1	MEOX2	ENSG00000106511	23180794
MA0888.1	MNX1	ENSG00000130675	23180794
MA0888.1	GSX1	ENSG00000169840	23180794
MA0888.1	GSX2	ENSG00000180613	23180794
MA0888.1	GBX1	ENSG00000164900	23180794
MA0888.1	GBX2	ENSG00000168505	23180794
MA0888.1	EVX1	ENSG00000106038	23180794
MA0888.1	HOXA1	ENSG00000105991	23180794
MA0888.1	HOXB1	ENSG00000120094	23180794
MA0888.1	HOXD1	ENSG00000128645	23180794
MA0889.1	CDX1	ENSG00000113722	23180794
MA0889.1	CDX2	ENSG00000165556	23180794
MA0889.1	CDX4	ENSG00000131264	23180794
MA0889.1	HOXA9	ENSG00000078399	23180794
MA0889.1	HOXD11	ENSG00000128713	23180794
MA0889.1	HOXC12	ENSG00000123407	23180794
MA0889.1	HOXD12	ENSG00000170178	23180794
MA0889.1	HOXA13	ENSG00000106031	23180794
MA0889.1	HOXB13	ENSG00000159184	23180794
MA0889.1	HOXC13	ENSG00000123364	23180794
MA0889.1	HOXD13	ENSG00000128714	23180794
MA0889.1	HOXB9	ENSG00000170689	23180794
MA0889.1	HOXC9	ENSG00000180806	23180794
MA0889.1	HOXD9	ENSG00000128709	23180794
MA0889.1	HOXA10	ENSG00000253293	23180794
MA0889.1	HOXC10	ENSG00000180818	23180794
MA0889.1	HOXD10	ENSG00000128710	23180794
MA0889.1	HOXA11	ENSG00000005073	23180794
MA0889.1	HOXC11	ENSG00000123388	23180794
MA0889.1	HOXB8	ENSG00000120068	23180794
MA0889.1	HOXC8	ENSG00000037965	23180794
MA0889.1	HOXD8	ENSG00000175879	23180794
MA0889.1	HOXA6	ENSG00000106006	23180794
MA0889.1	HOXB6	ENSG00000108511	23180794
MA0889.1	HOXC6	ENSG00000197757	23180794
MA0889.1	HOXA7	ENSG00000122592	23180794
MA0889.1	HOXB7	ENSG00000260027	23180794
MA0889.1	HOXA5	ENSG00000106004	23180794
MA0889.1	HOXB5	ENSG00000120075	23180794
MA0889.1	HOXC5	ENSG00000172789	23180794
MA0889.1	HOXA4	ENSG00000197576	23180794
MA0889.1	HOXB4	ENSG00000182742	23180794
MA0889.1	HOXC4	ENSG00000198353	23180794
MA0889.1	HOXD4	ENSG00000170166	23180794
MA0889.1	HOXA3	ENSG00000105997	23180794
MA0889.1	HOXB3	ENSG00000120093	23180794
MA0889.1	HOXD3	ENSG00000128652	23180794
MA0889.1	HOXA2	ENSG00000105996	23180794
MA0889.1	HOXB2	ENSG00000173917	23180794
MA0889.1	PDX1	ENSG00000139515	23180794
MA0889.1	MEOX1	ENSG00000005102	23180794
MA0889.1	MEOX2	ENSG00000106511	23180794
MA0889.1	MNX1	ENSG00000130675	23180794
MA0889.1	GSX1	ENSG00000169840	23180794
MA0889.1	GSX2	ENSG00000180613	23180794
MA0889.1	GBX2	ENSG00000168505	23180794
MA0889.1	EVX1	ENSG00000106038	23180794
MA0889.1	EVX2	ENSG00000174279	23180794
MA0889.1	HOXA1	ENSG00000105991	23180794
MA0889.1	HOXB1	ENSG00000120094	23180794
MA0889.1	HOXD1	ENSG00000128645	23180794
MA0890.1	CDX1	ENSG00000113722	23180794
MA0890.1	CDX2	ENSG00000165556	23180794
MA0890.1	CDX4	ENSG00000131264	23180794
MA0890.1	HOXA9	ENSG00000078399	23180794
MA0890.1	HOXD11	ENSG00000128713	23180794
MA0890.1	HOXC12	ENSG00000123407	23180794
MA0890.1	HOXD12	ENSG00000170178	23180794
MA0890.1	HOXA13	ENSG00000106031	23180794
MA0890.1	HOXB13	ENSG00000159184	23180794
MA0890.1	HOXC13	ENSG00000123364	23180794
MA0890.1	HOXD13	ENSG00000128714	23180794
MA0890.1	HOXB9	ENSG00000170689	23180794
MA0890.1	HOXC9	ENSG00000180806	23180794
MA0890.1	HOXD9	ENSG00000128709	23180794
MA0890.1	HOXA10	ENSG00000253293	23180794
MA0890.1	HOXC10	ENSG00000180818	23180794
MA0890.1	HOXD10	ENSG00000128710	23180794
MA0890.1	HOXA11	ENSG00000005073	23180794
MA0890.1	HOXC11	ENSG00000123388	23180794
MA0890.1	HOXB8	ENSG00000120068	23180794
MA0890.1	HOXC8	ENSG00000037965	23180794
MA0890.1	HOXD8	ENSG00000175879	23180794
MA0890.1	HOXA6	ENSG00000106006	23180794
MA0890.1	HOXB6	ENSG00000108511	23180794
MA0890.1	HOXC6	ENSG00000197757	23180794
MA0890.1	HOXA7	ENSG00000122592	23180794
MA0890.1	HOXB7	ENSG00000260027	23180794
MA0890.1	HOXA5	ENSG00000106004	23180794
MA0890.1	HOXB5	ENSG00000120075	23180794
MA0890.1	HOXC5	ENSG00000172789	23180794
MA0890.1	HOXA4	ENSG00000197576	23180794
MA0890.1	HOXB4	ENSG00000182742	23180794
MA0890.1	HOXC4	ENSG00000198353	23180794
MA0890.1	HOXD4	ENSG00000170166	23180794
MA0890.1	HOXA3	ENSG00000105997	23180794
MA0890.1	HOXB3	ENSG00000120093	23180794
MA0890.1	HOXD3	ENSG00000128652	23180794
MA0890.1	HOXA2	ENSG00000105996	23180794
MA0890.1	HOXB2	ENSG00000173917	23180794
MA0890.1	PDX1	ENSG00000139515	23180794
MA0890.1	MEOX1	ENSG00000005102	23180794
MA0890.1	MEOX2	ENSG00000106511	23180794
MA0890.1	MNX1	ENSG00000130675	23180794
MA0890.1	GSX1	ENSG00000169840	23180794
MA0890.1	GSX2	ENSG00000180613	23180794
MA0890.1	GBX1	ENSG00000164900	23180794
MA0890.1	EVX1	ENSG00000106038	23180794
MA0890.1	EVX2	ENSG00000174279	23180794
MA0890.1	HOXA1	ENSG00000105991	23180794
MA0890.1	HOXB1	ENSG00000120094	23180794
MA0890.1	HOXD1	ENSG00000128645	23180794
MA0891.1	HOPX	ENSG00000171476	23180794
MA0891.1	ISX	ENSG00000175329	23180794
MA0891.1	LEUTX	ENSG00000213921	23180794
MA0891.1	NOBOX	ENSG00000106410	23180794
MA0891.1	OTP	ENSG00000171540	23180794
MA0891.1	ARGFX	ENSG00000186103	23180794
MA0891.1	RAX	ENSG00000134438	23180794
MA0891.1	SEBOX	ENSG00000274529	23180794
MA0891.1	SHOX	ENSG00000185960	23180794
MA0891.1	UNCX	ENSG00000164853	23180794
MA0891.1	ARX	ENSG00000004848	23180794
MA0891.1	DPRX	ENSG00000204595	23180794
MA0891.1	DRGX	ENSG00000165606	23180794
MA0891.1	GSC	ENSG00000133937	23180794
MA0891.1	ESX1	ENSG00000123576	23180794
MA0891.1	DUXA	ENSG00000258873	23180794
MA0891.1	DUX4	ENSG00000260596	23180794
MA0891.1	VSX1	ENSG00000100987	23180794
MA0891.1	VSX2	ENSG00000119614	23180794
MA0891.1	TPRX1	ENSG00000178928	23180794
MA0891.1	SHOX2	ENSG00000168779	23180794
MA0891.1	RHOXF1	ENSG00000101883	23180794
MA0891.1	RHOXF2	ENSG00000131721	23180794
MA0891.1	RHOXF2B	ENSG00000203989	23180794
MA0891.1	RAX2	ENSG00000173976	23180794
MA0891.1	PRRX1	ENSG00000116132	23180794
MA0891.1	PRRX2	ENSG00000167157	23180794
MA0891.1	PROP1	ENSG00000175325	23180794
MA0891.1	PITX1	ENSG00000069011	23180794
MA0891.1	PITX2	ENSG00000164093	23180794
MA0891.1	PITX3	ENSG00000107859	23180794
MA0891.1	PHOX2A	ENSG00000165462	23180794
MA0891.1	PHOX2B	ENSG00000109132	23180794
MA0891.1	OTX1	ENSG00000115507	23180794
MA0891.1	OTX2	ENSG00000165588	23180794
MA0891.1	CRX	ENSG00000105392	23180794
MA0891.1	MIXL1	ENSG00000185155	23180794
MA0891.1	HESX1	ENSG00000163666	23180794
MA0891.1	ALX1	ENSG00000180318	23180794
MA0891.1	ALX3	ENSG00000156150	23180794
MA0891.1	ALX4	ENSG00000052850	23180794
MA0891.1	ELF3	ENSG00000163435	23180794
MA0892.1	CDX1	ENSG00000113722	23180794
MA0892.1	CDX2	ENSG00000165556	23180794
MA0892.1	CDX4	ENSG00000131264	23180794
MA0892.1	HOXA9	ENSG00000078399	23180794
MA0892.1	HOXD11	ENSG00000128713	23180794
MA0892.1	HOXC12	ENSG00000123407	23180794
MA0892.1	HOXD12	ENSG00000170178	23180794
MA0892.1	HOXA13	ENSG00000106031	23180794
MA0892.1	HOXB13	ENSG00000159184	23180794
MA0892.1	HOXC13	ENSG00000123364	23180794
MA0892.1	HOXD13	ENSG00000128714	23180794
MA0892.1	HOXB9	ENSG00000170689	23180794
MA0892.1	HOXC9	ENSG00000180806	23180794
MA0892.1	HOXD9	ENSG00000128709	23180794
MA0892.1	HOXA10	ENSG00000253293	23180794
MA0892.1	HOXC10	ENSG00000180818	23180794
MA0892.1	HOXD10	ENSG00000128710	23180794
MA0892.1	HOXA11	ENSG00000005073	23180794
MA0892.1	HOXC11	ENSG00000123388	23180794
MA0892.1	HOXB8	ENSG00000120068	23180794
MA0892.1	HOXC8	ENSG00000037965	23180794
MA0892.1	HOXD8	ENSG00000175879	23180794
MA0892.1	HOXA6	ENSG00000106006	23180794
MA0892.1	HOXB6	ENSG00000108511	23180794
MA0892.1	HOXC6	ENSG00000197757	23180794
MA0892.1	HOXA7	ENSG00000122592	23180794
MA0892.1	HOXB7	ENSG00000260027	23180794
MA0892.1	HOXA5	ENSG00000106004	23180794
MA0892.1	HOXB5	ENSG00000120075	23180794
MA0892.1	HOXC5	ENSG00000172789	23180794
MA0892.1	HOXA4	ENSG00000197576	23180794
MA0892.1	HOXB4	ENSG00000182742	23180794
MA0892.1	HOXC4	ENSG00000198353	23180794
MA0892.1	HOXD4	ENSG00000170166	23180794
MA0892.1	HOXA3	ENSG00000105997	23180794
MA0892.1	HOXB3	ENSG00000120093	23180794
MA0892.1	HOXD3	ENSG00000128652	23180794
MA0892.1	HOXA2	ENSG00000105996	23180794
MA0892.1	HOXB2	ENSG00000173917	23180794
MA0892.1	PDX1	ENSG00000139515	23180794
MA0892.1	MEOX1	ENSG00000005102	23180794
MA0892.1	MEOX2	ENSG00000106511	23180794
MA0892.1	MNX1	ENSG00000130675	23180794
MA0892.1	GSX2	ENSG00000180613	23180794
MA0892.1	GBX1	ENSG00000164900	23180794
MA0892.1	GBX2	ENSG00000168505	23180794
MA0892.1	EVX1	ENSG00000106038	23180794
MA0892.1	EVX2	ENSG00000174279	23180794
MA0892.1	HOXA1	ENSG00000105991	23180794
MA0892.1	HOXB1	ENSG00000120094	23180794
MA0892.1	HOXD1	ENSG00000128645	23180794
MA0893.1	CDX1	ENSG00000113722	23180794
MA0893.1	CDX2	ENSG00000165556	23180794
MA0893.1	CDX4	ENSG00000131264	23180794
MA0893.1	HOXA9	ENSG00000078399	23180794
MA0893.1	HOXD11	ENSG00000128713	23180794
MA0893.1	HOXC12	ENSG00000123407	23180794
MA0893.1	HOXD12	ENSG00000170178	23180794
MA0893.1	HOXA13	ENSG00000106031	23180794
MA0893.1	HOXB13	ENSG00000159184	23180794
MA0893.1	HOXC13	ENSG00000123364	23180794
MA0893.1	HOXD13	ENSG00000128714	23180794
MA0893.1	HOXB9	ENSG00000170689	23180794
MA0893.1	HOXC9	ENSG00000180806	23180794
MA0893.1	HOXD9	ENSG00000128709	23180794
MA0893.1	HOXA10	ENSG00000253293	23180794
MA0893.1	HOXC10	ENSG00000180818	23180794
MA0893.1	HOXD10	ENSG00000128710	23180794
MA0893.1	HOXA11	ENSG00000005073	23180794
MA0893.1	HOXC11	ENSG00000123388	23180794
MA0893.1	HOXB8	ENSG00000120068	23180794
MA0893.1	HOXC8	ENSG00000037965	23180794
MA0893.1	HOXD8	ENSG00000175879	23180794
MA0893.1	HOXA6	ENSG00000106006	23180794
MA0893.1	HOXB6	ENSG00000108511	23180794
MA0893.1	HOXC6	ENSG00000197757	23180794
MA0893.1	HOXA7	ENSG00000122592	23180794
MA0893.1	HOXB7	ENSG00000260027	23180794
MA0893.1	HOXA5	ENSG00000106004	23180794
MA0893.1	HOXB5	ENSG00000120075	23180794
MA0893.1	HOXC5	ENSG00000172789	23180794
MA0893.1	HOXA4	ENSG00000197576	23180794
MA0893.1	HOXB4	ENSG00000182742	23180794
MA0893.1	HOXC4	ENSG00000198353	23180794
MA0893.1	HOXD4	ENSG00000170166	23180794
MA0893.1	HOXA3	ENSG00000105997	23180794
MA0893.1	HOXB3	ENSG00000120093	23180794
MA0893.1	HOXD3	ENSG00000128652	23180794
MA0893.1	HOXA2	ENSG00000105996	23180794
MA0893.1	HOXB2	ENSG00000173917	23180794
MA0893.1	PDX1	ENSG00000139515	23180794
MA0893.1	MEOX1	ENSG00000005102	23180794
MA0893.1	MEOX2	ENSG00000106511	23180794
MA0893.1	MNX1	ENSG00000130675	23180794
MA0893.1	GSX1	ENSG00000169840	23180794
MA0893.1	GBX1	ENSG00000164900	23180794
MA0893.1	GBX2	ENSG00000168505	23180794
MA0893.1	EVX1	ENSG00000106038	23180794
MA0893.1	EVX2	ENSG00000174279	23180794
MA0893.1	HOXA1	ENSG00000105991	23180794
MA0893.1	HOXB1	ENSG00000120094	23180794
MA0893.1	HOXD1	ENSG00000128645	23180794
MA0894.1	HOPX	ENSG00000171476	23180794
MA0894.1	ISX	ENSG00000175329	23180794
MA0894.1	LEUTX	ENSG00000213921	23180794
MA0894.1	NOBOX	ENSG00000106410	23180794
MA0894.1	OTP	ENSG00000171540	23180794
MA0894.1	ARGFX	ENSG00000186103	23180794
MA0894.1	RAX	ENSG00000134438	23180794
MA0894.1	SEBOX	ENSG00000274529	23180794
MA0894.1	SHOX	ENSG00000185960	23180794
MA0894.1	UNCX	ENSG00000164853	23180794
MA0894.1	ARX	ENSG00000004848	23180794
MA0894.1	DPRX	ENSG00000204595	23180794
MA0894.1	DRGX	ENSG00000165606	23180794
MA0894.1	GSC	ENSG00000133937	23180794
MA0894.1	GSC2	ENSG00000063515	23180794
MA0894.1	ESX1	ENSG00000123576	23180794
MA0894.1	DUXA	ENSG00000258873	23180794
MA0894.1	DUX4	ENSG00000260596	23180794
MA0894.1	VSX1	ENSG00000100987	23180794
MA0894.1	VSX2	ENSG00000119614	23180794
MA0894.1	TPRX1	ENSG00000178928	23180794
MA0894.1	SHOX2	ENSG00000168779	23180794
MA0894.1	RHOXF1	ENSG00000101883	23180794
MA0894.1	RHOXF2	ENSG00000131721	23180794
MA0894.1	RHOXF2B	ENSG00000203989	23180794
MA0894.1	RAX2	ENSG00000173976	23180794
MA0894.1	PRRX1	ENSG00000116132	23180794
MA0894.1	PRRX2	ENSG00000167157	23180794
MA0894.1	PROP1	ENSG00000175325	23180794
MA0894.1	PITX1	ENSG00000069011	23180794
MA0894.1	PITX2	ENSG00000164093	23180794
MA0894.1	PITX3	ENSG00000107859	23180794
MA0894.1	PHOX2A	ENSG00000165462	23180794
MA0894.1	PHOX2B	ENSG00000109132	23180794
MA0894.1	OTX1	ENSG00000115507	23180794
MA0894.1	OTX2	ENSG00000165588	23180794
MA0894.1	CRX	ENSG00000105392	23180794
MA0894.1	MIXL1	ENSG00000185155	23180794
MA0894.1	ALX1	ENSG00000180318	23180794
MA0894.1	ALX3	ENSG00000156150	23180794
MA0894.1	ALX4	ENSG00000052850	23180794
MA0894.1	ELF3	ENSG00000163435	23180794
MA0895.1	HDX	ENSG00000165259	23180794
MA0895.1	POU6F1	ENSG00000184271	23180794
MA0895.1	POU6F2	ENSG00000106536	23180794
MA0895.1	POU5F1	ENSG00000204531	23180794
MA0895.1	POU5F2	ENSG00000248483	23180794
MA0895.1	POU4F1	ENSG00000152192	23180794
MA0895.1	POU4F2	ENSG00000151615	23180794
MA0895.1	POU4F3	ENSG00000091010	23180794
MA0895.1	POU3F1	ENSG00000185668	23180794
MA0895.1	POU3F2	ENSG00000184486	23180794
MA0895.1	POU3F3	ENSG00000198914	23180794
MA0895.1	POU3F4	ENSG00000196767	23180794
MA0895.1	POU2F1	ENSG00000143190	23180794
MA0895.1	POU2F2	ENSG00000028277	23180794
MA0895.1	POU2F3	ENSG00000137709	23180794
MA0895.1	POU1F1	ENSG00000064835	23180794
MA0896.1	NANOG	ENSG00000111704	23180794
MA0896.1	NOTO	ENSG00000214513	23180794
MA0896.1	VENTX	ENSG00000151650	23180794
MA0896.1	BSX	ENSG00000188909	23180794
MA0896.1	HHEX	ENSG00000152804	23180794
MA0896.1	HLX	ENSG00000136630	23180794
MA0896.1	EN1	ENSG00000163064	23180794
MA0896.1	EN2	ENSG00000164778	23180794
MA0896.1	EMX1	ENSG00000135638	23180794
MA0896.1	EMX2	ENSG00000170370	23180794
MA0896.1	DLX1	ENSG00000144355	23180794
MA0896.1	DLX2	ENSG00000115844	23180794
MA0896.1	DLX3	ENSG00000064195	23180794
MA0896.1	DLX4	ENSG00000108813	23180794
MA0896.1	DLX5	ENSG00000105880	23180794
MA0896.1	DLX6	ENSG00000006377	23180794
MA0896.1	DBX1	ENSG00000109851	23180794
MA0896.1	DBX2	ENSG00000185610	23180794
MA0896.1	VAX1	ENSG00000148704	23180794
MA0896.1	VAX2	ENSG00000116035	23180794
MA0896.1	TLX1	ENSG00000107807	23180794
MA0896.1	TLX2	ENSG00000115297	23180794
MA0896.1	TLX3	ENSG00000164438	23180794
MA0896.1	BARX1	ENSG00000131668	23180794
MA0896.1	BARX2	ENSG00000043039	23180794
MA0896.1	HMX2	ENSG00000188816	23180794
MA0896.1	HMX3	ENSG00000188620	23180794
MA0896.1	MSX1	ENSG00000163132	23180794
MA0896.1	MSX2	ENSG00000120149	23180794
MA0896.1	LBX1	ENSG00000138136	23180794
MA0896.1	LBX2	ENSG00000179528	23180794
MA0896.1	BARHL1	ENSG00000125492	23180794
MA0896.1	BARHL2	ENSG00000143032	23180794
MA0896.1	NR2E1	ENSG00000112333	23180794
MA0897.1	NANOG	ENSG00000111704	23180794
MA0897.1	NOTO	ENSG00000214513	23180794
MA0897.1	VENTX	ENSG00000151650	23180794
MA0897.1	BSX	ENSG00000188909	23180794
MA0897.1	HHEX	ENSG00000152804	23180794
MA0897.1	HLX	ENSG00000136630	23180794
MA0897.1	EN1	ENSG00000163064	23180794
MA0897.1	EN2	ENSG00000164778	23180794
MA0897.1	EMX1	ENSG00000135638	23180794
MA0897.1	EMX2	ENSG00000170370	23180794
MA0897.1	DLX1	ENSG00000144355	23180794
MA0897.1	DLX2	ENSG00000115844	23180794
MA0897.1	DLX3	ENSG00000064195	23180794
MA0897.1	DLX4	ENSG00000108813	23180794
MA0897.1	DLX5	ENSG00000105880	23180794
MA0897.1	DLX6	ENSG00000006377	23180794
MA0897.1	DBX1	ENSG00000109851	23180794
MA0897.1	DBX2	ENSG00000185610	23180794
MA0897.1	VAX1	ENSG00000148704	23180794
MA0897.1	VAX2	ENSG00000116035	23180794
MA0897.1	TLX1	ENSG00000107807	23180794
MA0897.1	TLX2	ENSG00000115297	23180794
MA0897.1	TLX3	ENSG00000164438	23180794
MA0897.1	BARX1	ENSG00000131668	23180794
MA0897.1	BARX2	ENSG00000043039	23180794
MA0897.1	HMX1	ENSG00000215612	23180794
MA0897.1	HMX3	ENSG00000188620	23180794
MA0897.1	MSX1	ENSG00000163132	23180794
MA0897.1	MSX2	ENSG00000120149	23180794
MA0897.1	LBX1	ENSG00000138136	23180794
MA0897.1	LBX2	ENSG00000179528	23180794
MA0897.1	BARHL1	ENSG00000125492	23180794
MA0897.1	BARHL2	ENSG00000143032	23180794
MA0897.1	NR2E1	ENSG00000112333	23180794
MA0898.1	NANOG	ENSG00000111704	23180794
MA0898.1	NOTO	ENSG00000214513	23180794
MA0898.1	VENTX	ENSG00000151650	23180794
MA0898.1	BSX	ENSG00000188909	23180794
MA0898.1	HHEX	ENSG00000152804	23180794
MA0898.1	HLX	ENSG00000136630	23180794
MA0898.1	EN1	ENSG00000163064	23180794
MA0898.1	EN2	ENSG00000164778	23180794
MA0898.1	EMX1	ENSG00000135638	23180794
MA0898.1	EMX2	ENSG00000170370	23180794
MA0898.1	DLX1	ENSG00000144355	23180794
MA0898.1	DLX2	ENSG00000115844	23180794
MA0898.1	DLX3	ENSG00000064195	23180794
MA0898.1	DLX4	ENSG00000108813	23180794
MA0898.1	DLX5	ENSG00000105880	23180794
MA0898.1	DLX6	ENSG00000006377	23180794
MA0898.1	DBX1	ENSG00000109851	23180794
MA0898.1	DBX2	ENSG00000185610	23180794
MA0898.1	VAX1	ENSG00000148704	23180794
MA0898.1	VAX2	ENSG00000116035	23180794
MA0898.1	TLX1	ENSG00000107807	23180794
MA0898.1	TLX2	ENSG00000115297	23180794
MA0898.1	TLX3	ENSG00000164438	23180794
MA0898.1	BARX1	ENSG00000131668	23180794
MA0898.1	BARX2	ENSG00000043039	23180794
MA0898.1	HMX1	ENSG00000215612	23180794
MA0898.1	HMX2	ENSG00000188816	23180794
MA0898.1	MSX1	ENSG00000163132	23180794
MA0898.1	MSX2	ENSG00000120149	23180794
MA0898.1	LBX1	ENSG00000138136	23180794
MA0898.1	LBX2	ENSG00000179528	23180794
MA0898.1	BARHL1	ENSG00000125492	23180794
MA0898.1	BARHL2	ENSG00000143032	23180794
MA0898.1	NR2E1	ENSG00000112333	23180794
MA0899.1	CDX1	ENSG00000113722	23180794
MA0899.1	CDX2	ENSG00000165556	23180794
MA0899.1	CDX4	ENSG00000131264	23180794
MA0899.1	HOXA9	ENSG00000078399	23180794
MA0899.1	HOXD11	ENSG00000128713	23180794
MA0899.1	HOXC12	ENSG00000123407	23180794
MA0899.1	HOXD12	ENSG00000170178	23180794
MA0899.1	HOXA13	ENSG00000106031	23180794
MA0899.1	HOXB13	ENSG00000159184	23180794
MA0899.1	HOXC13	ENSG00000123364	23180794
MA0899.1	HOXD13	ENSG00000128714	23180794
MA0899.1	HOXB9	ENSG00000170689	23180794
MA0899.1	HOXC9	ENSG00000180806	23180794
MA0899.1	HOXD9	ENSG00000128709	23180794
MA0899.1	HOXC10	ENSG00000180818	23180794
MA0899.1	HOXD10	ENSG00000128710	23180794
MA0899.1	HOXA11	ENSG00000005073	23180794
MA0899.1	HOXC11	ENSG00000123388	23180794
MA0899.1	HOXB8	ENSG00000120068	23180794
MA0899.1	HOXC8	ENSG00000037965	23180794
MA0899.1	HOXD8	ENSG00000175879	23180794
